month,mother_race,mother_education,birth_order,birth_count
2019-05,OTHERS,UNIVERSITY DEGREE,4th,7
2019-05,OTHERS,UNIVERSITY DEGREE,5th,1
2019-06,OTHERS,"""A"" LEVEL/DIPLOMA",1st,21
2019-06,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,19
2019-06,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,5
2019-06,OTHERS,"""A"" LEVEL/DIPLOMA",4th,4
2019-06,OTHERS,"""A"" LEVEL/DIPLOMA",5th,1
2019-06,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,7
2019-06,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,5
2019-06,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,3
2019-06,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,1
2019-06,OTHERS,"""N"" LEVEL/""O"" LEVEL",6th,1
2019-06,OTHERS,NO QUALIFICATION,1st,8
2019-06,OTHERS,NO QUALIFICATION,2nd,10
2019-06,OTHERS,NO QUALIFICATION,3rd,3
2019-06,OTHERS,PSLE,1st,22
2019-06,OTHERS,PSLE,2nd,9
2019-06,OTHERS,PSLE,3rd,5
2019-06,OTHERS,UNIVERSITY DEGREE,1st,120
2019-06,OTHERS,UNIVERSITY DEGREE,2nd,89
2019-06,OTHERS,UNIVERSITY DEGREE,3rd,32
2019-06,OTHERS,UNIVERSITY DEGREE,4th,4
2019-06,OTHERS,UNIVERSITY DEGREE,5th,2
2019-07,OTHERS,"""A"" LEVEL/DIPLOMA",1st,23
2019-07,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,17
2019-07,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,9
2019-07,OTHERS,"""A"" LEVEL/DIPLOMA",4th,3
2019-07,OTHERS,"""A"" LEVEL/DIPLOMA",6th,1
2019-07,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,13
2019-07,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,6
2019-07,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,5
2019-07,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,4
2019-07,OTHERS,"""N"" LEVEL/""O"" LEVEL",7th,1
2019-07,OTHERS,NO QUALIFICATION,1st,6
2019-07,OTHERS,NO QUALIFICATION,2nd,9
2019-07,OTHERS,NO QUALIFICATION,4th,1
2019-07,OTHERS,PSLE,1st,8
2019-07,OTHERS,PSLE,2nd,11
2019-07,OTHERS,PSLE,3rd,4
2019-07,OTHERS,PSLE,4th,2
2019-07,OTHERS,PSLE,6th,1
2019-07,OTHERS,UNIVERSITY DEGREE,1st,134
2019-07,OTHERS,UNIVERSITY DEGREE,2nd,97
2019-07,OTHERS,UNIVERSITY DEGREE,3rd,23
2019-07,OTHERS,UNIVERSITY DEGREE,4th,8
2019-08,OTHERS,"""A"" LEVEL/DIPLOMA",1st,25
2019-08,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,14
2019-08,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,10
2019-08,OTHERS,"""A"" LEVEL/DIPLOMA",4th,3
2019-08,OTHERS,"""A"" LEVEL/DIPLOMA",7th,1
2019-08,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,15
2019-08,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,5
2019-08,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,4
2019-08,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,3
2019-08,OTHERS,NO QUALIFICATION,1st,4
2019-08,OTHERS,NO QUALIFICATION,2nd,4
2019-08,OTHERS,NO QUALIFICATION,3rd,2
2019-08,OTHERS,NO QUALIFICATION,4th,1
2019-08,OTHERS,PSLE,1st,17
2019-08,OTHERS,PSLE,2nd,9
2019-08,OTHERS,PSLE,3rd,2
2019-08,OTHERS,PSLE,4th,1
2019-08,OTHERS,PSLE,5th,2
2019-08,OTHERS,UNIVERSITY DEGREE,1st,136
2019-08,OTHERS,UNIVERSITY DEGREE,2nd,77
2019-08,OTHERS,UNIVERSITY DEGREE,3rd,28
2019-08,OTHERS,UNIVERSITY DEGREE,4th,4
2019-09,OTHERS,"""A"" LEVEL/DIPLOMA",1st,31
2019-09,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,7
2019-09,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,5
2019-09,OTHERS,"""A"" LEVEL/DIPLOMA",4th,1
2019-09,OTHERS,"""A"" LEVEL/DIPLOMA",5th,1
2019-09,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,14
2019-09,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,6
2019-09,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,2
2019-09,OTHERS,NO QUALIFICATION,1st,8
2019-09,OTHERS,NO QUALIFICATION,2nd,4
2019-09,OTHERS,NO QUALIFICATION,3rd,4
2019-09,OTHERS,PSLE,1st,9
2019-09,OTHERS,PSLE,2nd,5
2019-09,OTHERS,PSLE,3rd,2
2019-09,OTHERS,PSLE,4th,1
2019-09,OTHERS,PSLE,5th,1
2019-09,OTHERS,UNIVERSITY DEGREE,1st,124
2019-09,OTHERS,UNIVERSITY DEGREE,2nd,93
2019-09,OTHERS,UNIVERSITY DEGREE,3rd,30
2019-09,OTHERS,UNIVERSITY DEGREE,4th,6
2019-10,OTHERS,"""A"" LEVEL/DIPLOMA",1st,27
2019-10,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,25
2019-10,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,6
2019-10,OTHERS,"""A"" LEVEL/DIPLOMA",4th,1
2019-10,OTHERS,"""A"" LEVEL/DIPLOMA",5th,1
2019-10,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,5
2019-10,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,3
2019-10,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,2
2019-10,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,2
2019-10,OTHERS,"""N"" LEVEL/""O"" LEVEL",5th,1
2019-10,OTHERS,NO QUALIFICATION,1st,5
2019-10,OTHERS,NO QUALIFICATION,2nd,5
2019-10,OTHERS,NO QUALIFICATION,3rd,6
2019-10,OTHERS,NO QUALIFICATION,4th,2
2019-10,OTHERS,NO QUALIFICATION,5th,1
2019-10,OTHERS,NO QUALIFICATION,6th,1
2019-10,OTHERS,PSLE,1st,11
2019-10,OTHERS,PSLE,2nd,7
2019-10,OTHERS,PSLE,3rd,1
2019-10,OTHERS,PSLE,4th,1
2019-10,OTHERS,PSLE,5th,1
2019-10,OTHERS,UNIVERSITY DEGREE,1st,145
2019-10,OTHERS,UNIVERSITY DEGREE,2nd,103
2019-10,OTHERS,UNIVERSITY DEGREE,3rd,31
2019-10,OTHERS,UNIVERSITY DEGREE,4th,4
2019-10,OTHERS,UNKNOWN,2nd,1
2019-11,OTHERS,"""A"" LEVEL/DIPLOMA",1st,25
2019-11,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,25
2019-11,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,5
2019-11,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,12
2019-11,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,9
2019-11,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,5
2019-11,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,3
2019-11,OTHERS,NO QUALIFICATION,1st,6
2019-11,OTHERS,NO QUALIFICATION,2nd,4
2019-11,OTHERS,NO QUALIFICATION,3rd,3
2019-11,OTHERS,NO QUALIFICATION,4th,1
2019-11,OTHERS,NO QUALIFICATION,6th,1
2019-11,OTHERS,PSLE,1st,2
2019-11,OTHERS,PSLE,2nd,8
2019-11,OTHERS,PSLE,3rd,3
2019-11,OTHERS,UNIVERSITY DEGREE,1st,136
2019-11,OTHERS,UNIVERSITY DEGREE,2nd,104
2019-11,OTHERS,UNIVERSITY DEGREE,3rd,32
2019-11,OTHERS,UNIVERSITY DEGREE,4th,9
2019-11,OTHERS,UNIVERSITY DEGREE,5th,1
2019-12,OTHERS,"""A"" LEVEL/DIPLOMA",1st,24
2019-12,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,17
2019-12,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,4
2019-12,OTHERS,"""A"" LEVEL/DIPLOMA",4th,2
2019-12,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,15
2019-12,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,6
2019-12,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,2
2019-12,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,2
2019-12,OTHERS,"""N"" LEVEL/""O"" LEVEL",5th,1
2019-12,OTHERS,NO QUALIFICATION,1st,3
2019-12,OTHERS,NO QUALIFICATION,2nd,5
2019-12,OTHERS,NO QUALIFICATION,3rd,2
2019-12,OTHERS,NO QUALIFICATION,4th,1
2019-12,OTHERS,PSLE,1st,7
2019-12,OTHERS,PSLE,2nd,4
2019-12,OTHERS,PSLE,3rd,2
2019-12,OTHERS,PSLE,4th,1
2019-12,OTHERS,UNIVERSITY DEGREE,1st,122
2019-12,OTHERS,UNIVERSITY DEGREE,2nd,106
2019-12,OTHERS,UNIVERSITY DEGREE,3rd,28
2019-12,OTHERS,UNIVERSITY DEGREE,4th,4
2019-12,OTHERS,UNIVERSITY DEGREE,7th,1
2020-01,OTHERS,"""A"" LEVEL/DIPLOMA",1st,24
2020-01,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,16
2020-01,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,11
2020-01,OTHERS,"""A"" LEVEL/DIPLOMA",4th,3
2020-01,OTHERS,"""A"" LEVEL/DIPLOMA",5th,2
2020-01,OTHERS,"""A"" LEVEL/DIPLOMA",8th,1
2020-01,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,15
2020-01,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,8
2020-01,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,9
2020-01,OTHERS,"""N"" LEVEL/""O"" LEVEL",5th,2
2020-01,OTHERS,NO QUALIFICATION,1st,11
2020-01,OTHERS,NO QUALIFICATION,2nd,9
2020-01,OTHERS,NO QUALIFICATION,3rd,1
2020-01,OTHERS,PSLE,1st,7
2020-01,OTHERS,PSLE,2nd,6
2020-01,OTHERS,PSLE,3rd,1
2020-01,OTHERS,PSLE,5th,1
2020-01,OTHERS,UNIVERSITY DEGREE,1st,144
2020-01,OTHERS,UNIVERSITY DEGREE,2nd,102
2020-01,OTHERS,UNIVERSITY DEGREE,3rd,39
2020-01,OTHERS,UNIVERSITY DEGREE,4th,3
2020-01,OTHERS,UNIVERSITY DEGREE,5th,1
2020-01,OTHERS,UNIVERSITY DEGREE,9th & over,1
2020-01,OTHERS,UNKNOWN,Unknown,1
2020-02,OTHERS,"""A"" LEVEL/DIPLOMA",1st,27
2020-02,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,13
2020-02,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,2
2020-02,OTHERS,"""A"" LEVEL/DIPLOMA",4th,2
2020-02,OTHERS,"""A"" LEVEL/DIPLOMA",5th,2
2020-02,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,11
2020-02,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,10
2020-02,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,2
2020-02,OTHERS,"""N"" LEVEL/""O"" LEVEL",5th,1
2020-02,OTHERS,NO QUALIFICATION,1st,5
2020-02,OTHERS,NO QUALIFICATION,2nd,10
2020-02,OTHERS,NO QUALIFICATION,3rd,1
2020-02,OTHERS,PSLE,1st,5
2020-02,OTHERS,PSLE,2nd,5
2020-02,OTHERS,PSLE,3rd,2
2020-02,OTHERS,PSLE,4th,2
2020-02,OTHERS,UNIVERSITY DEGREE,1st,128
2020-02,OTHERS,UNIVERSITY DEGREE,2nd,64
2020-02,OTHERS,UNIVERSITY DEGREE,3rd,24
2020-02,OTHERS,UNIVERSITY DEGREE,4th,7
2020-02,OTHERS,UNIVERSITY DEGREE,7th,1
2020-02,OTHERS,UNKNOWN,Unknown,1
2020-03,OTHERS,"""A"" LEVEL/DIPLOMA",1st,29
2020-03,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,13
2020-03,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,4
2020-03,OTHERS,"""A"" LEVEL/DIPLOMA",4th,4
2020-03,OTHERS,"""A"" LEVEL/DIPLOMA",5th,1
2020-03,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,14
2020-03,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,9
2020-03,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,4
2020-03,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,3
2020-03,OTHERS,"""N"" LEVEL/""O"" LEVEL",5th,1
2020-03,OTHERS,NO QUALIFICATION,1st,7
2020-03,OTHERS,NO QUALIFICATION,2nd,9
2020-03,OTHERS,NO QUALIFICATION,3rd,1
2020-03,OTHERS,PSLE,1st,4
2020-03,OTHERS,PSLE,2nd,4
2020-03,OTHERS,PSLE,3rd,3
2020-03,OTHERS,PSLE,4th,1
2020-03,OTHERS,UNIVERSITY DEGREE,1st,124
2020-03,OTHERS,UNIVERSITY DEGREE,2nd,84
2020-03,OTHERS,UNIVERSITY DEGREE,3rd,27
2020-03,OTHERS,UNIVERSITY DEGREE,4th,5
2020-04,OTHERS,"""A"" LEVEL/DIPLOMA",1st,26
2020-04,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,15
2020-04,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,3
2020-04,OTHERS,"""A"" LEVEL/DIPLOMA",4th,3
2020-04,OTHERS,"""A"" LEVEL/DIPLOMA",5th,1
2020-04,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,7
2020-04,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,2
2020-04,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,3
2020-04,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,1
2020-04,OTHERS,"""N"" LEVEL/""O"" LEVEL",5th,1
2020-04,OTHERS,NO QUALIFICATION,1st,3
2020-04,OTHERS,NO QUALIFICATION,2nd,5
2020-04,OTHERS,NO QUALIFICATION,3rd,4
2020-04,OTHERS,NO QUALIFICATION,4th,1
2020-04,OTHERS,PSLE,1st,6
2020-04,OTHERS,PSLE,2nd,7
2020-04,OTHERS,PSLE,3rd,1
2020-04,OTHERS,UNIVERSITY DEGREE,1st,142
2020-04,OTHERS,UNIVERSITY DEGREE,2nd,106
2020-04,OTHERS,UNIVERSITY DEGREE,3rd,20
2020-04,OTHERS,UNIVERSITY DEGREE,4th,2
2020-04,OTHERS,UNIVERSITY DEGREE,5th,1
2020-05,OTHERS,"""A"" LEVEL/DIPLOMA",1st,24
2020-05,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,26
2020-05,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,7
2020-05,OTHERS,"""A"" LEVEL/DIPLOMA",4th,5
2020-05,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,9
2020-05,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,6
2020-05,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,5
2020-05,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,1
2020-05,OTHERS,NO QUALIFICATION,1st,8
2020-05,OTHERS,NO QUALIFICATION,2nd,8
2020-05,OTHERS,NO QUALIFICATION,3rd,1
2020-05,OTHERS,PSLE,1st,3
2020-05,OTHERS,PSLE,2nd,7
2020-05,OTHERS,PSLE,3rd,2
2020-05,OTHERS,UNIVERSITY DEGREE,1st,152
2020-05,OTHERS,UNIVERSITY DEGREE,2nd,88
2020-05,OTHERS,UNIVERSITY DEGREE,3rd,31
2020-05,OTHERS,UNIVERSITY DEGREE,4th,4
2020-06,OTHERS,"""A"" LEVEL/DIPLOMA",1st,27
2020-06,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,21
2020-06,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,5
2020-06,OTHERS,"""A"" LEVEL/DIPLOMA",5th,1
2020-06,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,15
2020-06,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,10
2020-06,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,3
2020-06,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,3
2020-06,OTHERS,"""N"" LEVEL/""O"" LEVEL",7th,1
2020-06,OTHERS,NO QUALIFICATION,1st,6
2020-06,OTHERS,NO QUALIFICATION,2nd,3
2020-06,OTHERS,NO QUALIFICATION,3rd,3
2020-06,OTHERS,PSLE,2nd,3
2020-06,OTHERS,PSLE,3rd,1
2020-06,OTHERS,PSLE,4th,1
2020-06,OTHERS,UNIVERSITY DEGREE,1st,171
2020-06,OTHERS,UNIVERSITY DEGREE,2nd,88
2020-06,OTHERS,UNIVERSITY DEGREE,3rd,28
2020-06,OTHERS,UNIVERSITY DEGREE,4th,5
2020-06,OTHERS,UNIVERSITY DEGREE,5th,1
2020-07,OTHERS,"""A"" LEVEL/DIPLOMA",1st,28
2020-07,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,16
2020-07,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,6
2020-07,OTHERS,"""A"" LEVEL/DIPLOMA",4th,3
2020-07,OTHERS,"""A"" LEVEL/DIPLOMA",5th,1
2020-07,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,12
2020-07,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,11
2020-07,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,9
2020-07,OTHERS,NO QUALIFICATION,1st,2
2020-07,OTHERS,NO QUALIFICATION,2nd,2
2020-07,OTHERS,NO QUALIFICATION,3rd,3
2020-07,OTHERS,PSLE,1st,6
2020-07,OTHERS,PSLE,2nd,4
2020-07,OTHERS,UNIVERSITY DEGREE,1st,138
2020-07,OTHERS,UNIVERSITY DEGREE,2nd,91
2020-07,OTHERS,UNIVERSITY DEGREE,3rd,28
2020-07,OTHERS,UNIVERSITY DEGREE,4th,7
2020-08,OTHERS,"""A"" LEVEL/DIPLOMA",1st,30
2020-08,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,16
2020-08,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,10
2020-08,OTHERS,"""A"" LEVEL/DIPLOMA",4th,3
2020-08,OTHERS,"""A"" LEVEL/DIPLOMA",5th,3
2020-08,OTHERS,"""A"" LEVEL/DIPLOMA",6th,1
2020-08,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,14
2020-08,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,18
2020-08,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,10
2020-08,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,3
2020-08,OTHERS,NO QUALIFICATION,2nd,7
2020-08,OTHERS,NO QUALIFICATION,3rd,1
2020-08,OTHERS,PSLE,1st,5
2020-08,OTHERS,PSLE,2nd,2
2020-08,OTHERS,PSLE,3rd,5
2020-08,OTHERS,PSLE,4th,2
2020-08,OTHERS,UNIVERSITY DEGREE,1st,157
2020-08,OTHERS,UNIVERSITY DEGREE,2nd,85
2020-08,OTHERS,UNIVERSITY DEGREE,3rd,35
2020-08,OTHERS,UNIVERSITY DEGREE,4th,3
2020-09,OTHERS,"""A"" LEVEL/DIPLOMA",1st,25
2020-09,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,23
2020-09,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,8
2020-09,OTHERS,"""A"" LEVEL/DIPLOMA",4th,1
2020-09,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,10
2020-09,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,12
2020-09,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,3
2020-09,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,1
2020-09,OTHERS,"""N"" LEVEL/""O"" LEVEL",5th,1
2020-09,OTHERS,NO QUALIFICATION,1st,4
2020-09,OTHERS,NO QUALIFICATION,2nd,4
2020-09,OTHERS,NO QUALIFICATION,3rd,5
2020-09,OTHERS,PSLE,1st,5
2020-09,OTHERS,PSLE,2nd,4
2020-09,OTHERS,PSLE,3rd,3
2020-09,OTHERS,PSLE,4th,1
2020-09,OTHERS,UNIVERSITY DEGREE,1st,171
2020-09,OTHERS,UNIVERSITY DEGREE,2nd,103
2020-09,OTHERS,UNIVERSITY DEGREE,3rd,25
2020-09,OTHERS,UNIVERSITY DEGREE,4th,6
2020-10,OTHERS,"""A"" LEVEL/DIPLOMA",1st,30
2020-10,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,19
2020-10,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,13
2020-10,OTHERS,"""A"" LEVEL/DIPLOMA",4th,1
2020-10,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,13
2020-10,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,15
2020-10,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,4
2020-10,OTHERS,"""N"" LEVEL/""O"" LEVEL",6th,1
2020-10,OTHERS,NO QUALIFICATION,1st,2
2020-10,OTHERS,NO QUALIFICATION,2nd,7
2020-10,OTHERS,NO QUALIFICATION,3rd,4
2020-10,OTHERS,PSLE,1st,4
2020-10,OTHERS,PSLE,2nd,6
2020-10,OTHERS,PSLE,3rd,5
2020-10,OTHERS,PSLE,4th,1
2020-10,OTHERS,PSLE,5th,1
2020-10,OTHERS,UNIVERSITY DEGREE,1st,152
2020-10,OTHERS,UNIVERSITY DEGREE,2nd,116
2020-10,OTHERS,UNIVERSITY DEGREE,3rd,28
2020-10,OTHERS,UNIVERSITY DEGREE,4th,4
2020-11,OTHERS,"""A"" LEVEL/DIPLOMA",1st,30
2020-11,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,27
2020-11,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,5
2020-11,OTHERS,"""A"" LEVEL/DIPLOMA",4th,2
2020-11,OTHERS,"""A"" LEVEL/DIPLOMA",5th,2
2020-11,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,17
2020-11,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,12
2020-11,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,2
2020-11,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,3
2020-11,OTHERS,NO QUALIFICATION,1st,2
2020-11,OTHERS,NO QUALIFICATION,2nd,6
2020-11,OTHERS,NO QUALIFICATION,3rd,1
2020-11,OTHERS,NO QUALIFICATION,6th,1
2020-11,OTHERS,PSLE,1st,5
2020-11,OTHERS,PSLE,2nd,1
2020-11,OTHERS,PSLE,3rd,2
2020-11,OTHERS,PSLE,4th,1
2020-11,OTHERS,UNIVERSITY DEGREE,1st,164
2020-11,OTHERS,UNIVERSITY DEGREE,2nd,92
2020-11,OTHERS,UNIVERSITY DEGREE,3rd,21
2020-11,OTHERS,UNIVERSITY DEGREE,4th,8
2020-11,OTHERS,UNIVERSITY DEGREE,5th,1
2020-12,OTHERS,"""A"" LEVEL/DIPLOMA",1st,33
2020-12,OTHERS,"""A"" LEVEL/DIPLOMA",2nd,27
2020-12,OTHERS,"""A"" LEVEL/DIPLOMA",3rd,4
2020-12,OTHERS,"""A"" LEVEL/DIPLOMA",4th,4
2020-12,OTHERS,"""A"" LEVEL/DIPLOMA",5th,1
2020-12,OTHERS,"""A"" LEVEL/DIPLOMA",7th,1
2020-12,OTHERS,"""N"" LEVEL/""O"" LEVEL",1st,13
2020-12,OTHERS,"""N"" LEVEL/""O"" LEVEL",2nd,15
2020-12,OTHERS,"""N"" LEVEL/""O"" LEVEL",3rd,6
2020-12,OTHERS,"""N"" LEVEL/""O"" LEVEL",4th,4
2020-12,OTHERS,NO QUALIFICATION,1st,6
2020-12,OTHERS,NO QUALIFICATION,2nd,4
2020-12,OTHERS,PSLE,1st,3
2020-12,OTHERS,PSLE,3rd,3
2020-12,OTHERS,PSLE,4th,1
2020-12,OTHERS,UNIVERSITY DEGREE,1st,147
2020-12,OTHERS,UNIVERSITY DEGREE,2nd,75
2020-12,OTHERS,UNIVERSITY DEGREE,3rd,25
2020-12,OTHERS,UNIVERSITY DEGREE,4th,1
2020-12,OTHERS,UNIVERSITY DEGREE,5th,2
